hoax,edar,pesan,sosial,media,informasi,sebar,kabar,berita,beranta,benar,bohong,kandung,broadcast,lansir,whatsapp,resah,viral,tidak,isu,presiden,tulis,isi,bahwa,id,kamis,masyarakat,jakarta,co,com,makan,palsu,info,hoaks,joko,imbau,widodo,jumat,facebook,partai,adalah,nilai,juli,obat,foto,jokowi,bpom,yg,sebut,jawapos,kanker,hati,ban,barat,mantan,sumber,putus,percaya,jalan,sms,tambah,bangun,dr,grup,produk,ketua,racun,detikcom,alias,naik,gubernur,tingkat,gedung,akun,kerja,minum,virus,news,sektor,pilpres,fasilitas,korupsi,politik,sesat,pilih,wakil,ekonomi,tubuh,konsumsi,ya,dpr,video,harap,persen,pernah,langkah,pasti,golkar,cawapres,rupiah,agustus,calon,kita,bantah,tempo,www,muncul,telusur,proses,jelas,investigasi,badan,ramai,laboratorium,anda,mengatasnamakan,orang,baswedan,dampak,meter,menang,mahkamah,tugas,capai,kantor,rp,cnn,masih,awas,kait,tutup,nama,sisi,agung,gerindra,caleg,dpp,mati,marak,maksud,pom,picu,diri,pada,situs,nanti,aplikasi,koordinator,proyek,resmi,kan,sambung,anies,parlemen,pks,eks,serah,bambang,negeri,tiga,hotel,hitung,jabat,banding,kominfo,panas,cantum,blackberry,rekam,rilis,gambar,ulang,messenger,serang,manfaat,go,tipu,anggar,capres,maritim,gugat,parpol,gas,jk,bakal,fokus,april,singkat,unggah,barang,atur,sehat,lanjut,bidang,pimpin,games,dorong,asi,khoax
0,0,0.025786,0,0,0,0.017606,0.009185,0,0,0.008107,0.024654,0,0.015297,0,0,0,0,0,0,0,0,0,0,0,0.007787,0.006038,0.00783,0,0,0.025251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009242,0,0,0,0,0,0,0,0,0.021165,0,0.15179,0,0,0,0,0,0,0.020012,0,0,0,0,0,0,0,0,0,0,0.01294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024087,0,0,0,0,0,0,0.018816,0,0,0,0,0,0,0,0,0,0,0,0,0.006625,0,0,0,0,0,0,0,0.015461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028528,0,0,0,0,0,0,hoax
0.02153,0.010246,0.01344,0,0,0.010358,0,0.028725,0,0,0,0.019275,0,0.119595,0,0,0.023919,0,0,0,0,0.030195,0,0,0,0,0.018881,0.006121,0,0.008654,0,0,0,0,0,0.020403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045922,0,0,0,0,0,0,0.035709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.028195,0,0.093867,0.011733,0.010333,0.009043,0,0.025077,0,0.150124,0.011066,0.016827,0,0,0,0,0.020882,0,0.009489,0.031208,0,0,0,0,0,0,0.008242,0,0,0,0,0,0.110342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018766,0.039699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008562,0,0,0,0,0,0,0,0,0,0,0,0,0.009043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.038614,0.03675,0.144627,0,0.014152,0.012385,0,0.017173,0,0,0,0,0,0,0.024602,0.177267,0,0,0.006498,0,0,0,0,0,0,0,0,0,0,0.010347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054907,0,0,0,0,0,0.026923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036133,0,0.011726,0,0,0,0,0,0,0,0,0.020621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029879,0.064272,0,0,0.021527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0.006332,0,0,0,0.019204,0.008506,0,0,0,0,0.011912,0,0.088688,0,0,0.014781,0,0.006717,0,0,0,0,0.010021,0,0,0,0,0,0.005348,0,0,0.062486,0,0,0,0,0.017643,0,0,0,0,0,0,0,0,0,0.017809,0,0,0,0,0,0,0,0,0,0.013915,0.014712,0,0,0,0.01527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0.009974,0.026167,0,0,0,0.013399,0.041944,0,0.041849,0,0.018763,0,0.046568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005959,0,0.008424,0,0.019696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019303,0,0,0,0.051016,0,0,0.018763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.02942,0.028,0,0,0.008087,0.014154,0,0.019626,0.009693,0,0,0.013169,0,0.016342,0,0,0,0,0.007427,0.024424,0,0,0,0.022159,0,0,0.00645,0.008365,0,0.005913,0,0.013824,0.017271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013169,0,0,0,0,0,0,0,0,0,0.009874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015239,0,0,0,0,0,0,0,0.012866,0,0,0,0,0,0,0,0.006701,0,0,0,0,0,0,0.01482,0,0.011783,0,0,0,0.021232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022159,0,0.017074,0,0,0,0.012301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167463,0,0.130249,hoax
0,0.010063,0,0,0,0,0,0,0,0,0,0,0,0,0.010104,0,0,0,0,0,0,0,0,0,0.011165,0,0.009272,0,0.013374,0,0,0,0,0,0,0,0,0,0,0.112101,0,0,0,0,0,0,0,0,0.014607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014193,0,0,0,0,0,0,0,0,0,0.027492,0,0,0,0,0,0,0.10801,0,0,0.009694,0,0,0,0.007655,0.09952,0,0,0,0,0,0.007963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008973,0,0,0,0.021422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018931,0,0,0,0,0,0,0,hoax
0,0,0,0.006974,0,0,0,0,0,0,0,0,0,0,0.010676,0,0,0,0,0,0,0.007834,0,0,0,0,0,0.003176,0,0,0,0,0,0,0,0,0,0.007407,0,0,0,0.027822,0.024312,0,0,0,0,0,0,0,0,0.023828,0,0,0,0,0,0,0,0,0.010081,0.011255,0,0,0,0,0,0,0,0.025087,0,0.009012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060483,0,0,0,0,0,0.01568,0.046291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022509,0,0.116333,0.014323,0.009481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019247,0,0,0,0,0.029906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011573,0,0.010676,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009827,0,0,0,0,0,0.003984,0,0.005633,0,0,0,0,0.012954,0,0.012546,0,0,0,0,0.058169,0.015249,0,0,0.027015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025291,0,0,0,0.014381,0,0,0,0,0.015735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012645,0,0,0,0,0,0,0.014517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168383,0,0,0,0,0.014248,0.009464,0,0,0.061101,0,0.040734,0,0,0,0,0,0,0,0,0,0,0,0,0.011719,0,0,0,0,0,0,0,0,0,0.013625,0,0.018758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021157,0,0,0.016647,0,0,0,0,0,0,0,0.013393,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013072,0,0,0,0,0,0,0.0026,0,0.007351,0,0,0,0,0.008453,0,0.008186,0,0,0,0,0,0,0,0,0.070511,0,0,0,0,0,0,0,0,0,0,0,0,0.020221,0,0.008251,0.046061,0,0,0,0,0,0,0,0,0,0.02213,0.010993,0,0,0,0,0,0,0,0,0,0,0,0.007877,0.008384,0.035561,0,0,0,0.009563,0,0.006796,0,0,0,0.006887,0,0,0,0,0,0.006578,0,0,0,0,0,0.007998,0,0,0.007274,0,0,0,0,0,0,0,0,0,0,0,0.009212,0,0.007325,0,0,0,0,0,0,0.011724,0,0,0,0,0,0,0,0,0,0.009048,0.006887,0,0,0,0,0,0.007647,0,0,0,0,0,0,0,0,0.023632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02761,0,0,0,0,0,0.110442,0,0,0,0,0,0,0,0,0,0.017478,0.017478,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010065,0,0,0,0,0,0.004081,0,0.011538,0,0,0,0,0.013268,0,0.01285,0,0,0,0,0.059579,0.015618,0,0,0.02767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025904,0,0,0,0.01473,0,0,0,0,0.016117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012952,0,0,0,0,0,0,0.014869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172465,0,0,0,0,0.014594,0.009694,0,0,0.062582,0,0.041721,0,0,0,0,0,0,0,0,0,0,0,0,0.012003,0,0,0,0,0,0,0,0,0,0.013955,0,0.019213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167,0,0,0.017051,0,0,0,0,0,0,0,0.013717,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671,0,0.009755,0.007572,0,0,0,0,0,0,0,0.004661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105726,0,0,0.008719,0,0,0.012635,0,0,0.052926,0,0.007522,0,0.009511,0.011364,0,0.056825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023051,0,0,0,0,0,0,0,0,0.008107,0,0,0.011244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012977,0,0,0,0,0,0.029971,0,0,0,0.014985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009672,0.087052,0,0,0,no_hoax
0,0,0,0,0,0.009115,0,0,0.012485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010715,0,0.010774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045557,0,0,0,0,0,0,0,0,0.065973,0,0,0.016322,0.017372,0,0,0,0,0.039631,0,0,0,0,0,0,0.026594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014176,0,0.01002,0,0,0,0,0,0,0,0,0,0.048059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028935,0,0,0,0,0,0,0,0.018051,0.130365,0,0,0,0,0,0,0.139968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036911,0,0,0,0.147645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022495,0.023825,0.023825,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004123,0,0,0,0,0,0,0,0,0.009288,0,0.006565,0,0,0,0,0,0,0,0,0,0.031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023652,0.085412,0,0,0,0,0,0,0.16048,0,0,0,0,0,0,0,0,0,0,0.014286,0,0,0.012992,0,0,0,0,0,0,0,0,0,0,0.014177,0,0,0,0,0,0,0,0,0.033093,0,0,0,0,0.023738,0,0,0,0,0,0,0,0,0,0,0,0,0.027317,0,0,0,0.024183,0,0,0.020129,0.072549,0,0,0,0,0.05278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093656,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003857,0,0,0,0,0,0,0,0,0.008688,0,0.006141,0,0,0,0,0,0,0,0,0,0.014728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016458,0,0,0,0,0,0.013788,0,0,0,0,0.061534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017735,0,0,0,0,0,0,0,0,0.111862,0,0,0,0,0,0,0.021447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012154,0,0,0,0,0.00696,0,0,0,0,0.021815,0,0,0,0,0,0.012967,0,0,0,0.010319,0,0,0,0,0,0,0,0,0,0,0.015119,0,0,0,0,0,0,0.012777,0,0,0,0.022623,0,0,0,0.045246,0,0,0,0,0.032917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014602,0.029205,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017379,0,0,0,0,0,0,0,0.018113,0.003915,0,0,0,0,0,0,0,0,0,0,0,0.026544,0.010302,0,0,0,0,0,0,0,0.006341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015803,0,0,0.027726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015629,0,0,0,0,0,0,0,0.057603,0,0.020468,0,0,0,0,0,0,0,0,0,0.009906,0,0,0,0,0,0,0.012043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012327,0,0,0,0,0,0.017417,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011675,0,0,0,0,0,0,0.004644,0,0.01313,0,0,0,0,0.015098,0,0.014623,0,0,0,0,0,0,0,0,0.031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03291,0,0,0,0,0,0,0,0,0.020942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933,0,0,0,0,0.005834,0.007566,0,0.010696,0,0,0,0,0.012299,0,0.011912,0,0,0,0,0.011046,0,0,0,0.012825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059759,0,0,0,0,0.010226,0,0,0,0,0,0,0,0.015103,0,0,0,0.012936,0,0,0,0,0,0,0.012006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021316,0,0,0,0.012803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013783,0,0.012716,0,0,0,0,no_hoax
0.019736,0.018784,0.01232,0,0,0.009495,0.025235,0.065828,0.065027,0,0.011619,0.053007,0,0,0,0,0,0,0.004982,0,0.028214,0.041518,0,0.014865,0,0,0.008654,0.005611,0,0.015865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026417,0.009089,0,0,0,0.02402,0,0,0,0,0.020641,0.010911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016504,0,0,0,0,0,0,0,0,0,0.019188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021475,0,0,0,0,0,0,0,0,0,0,no_hoax
0.021146,0,0,0,0.038749,0,0,0.018808,0.074317,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0.010618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010547,0.011703,0,0,0.015498,0,0,0,0.006492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012721,0,0,0.010618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051372,0,0,0,0,0,0.012236,0,0,0,0,0,0,0,0,0.085687,0,0,0,0,0,0,0,0,0,0,0,0,0.021724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036433,0,0,0,0,0,0,0,0,0,0.01916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041745,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.010992,0,0.00484,0,0.005629,0.017619,0,0,0.010367,0,0,0,0,0.010104,0,0,0.006667,0,0,0.006174,0.007417,0,0,0,0,0,0,0,0.072654,0.008274,0,0,0,0.008343,0,0,0.011612,0,0,0,0,0.011612,0,0,0,0,0,0,0,0.018779,0,0,0,0,0,0,0,0,0,0,0.060627,0,0,0,0,0,0,0,0,0,0,0,0,0.022893,0,0,0,0,0,0,0,0,0,0,0,0.054954,0,0.006375,0,0,0,0,0.008274,0,0.006631,0,0,0,0,0,0,0,0,0,0.008712,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005946,0,0,0,0,0,0.009886,0,0,0,0.013292,0,0,0,0,0,0,0,0,0,0.021431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013865,0,0,0,0,0.013865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007882,0,0,0,0,0,0,0,no_hoax
0.005559,0,0.006941,0,0,0,0.042651,0,0.014654,0,0.006546,0,0,0,0,0,0,0,0.014034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010241,0,0,0,0,0,0,0,0,0,0.006147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009725,0,0,0,0,0,0,0.035454,0,0,0,0,0,0,0,0,0,0,0,0,0.005349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0.016002,0.007615,0,0.009989,0.008797,0,0,0.010675,0.052725,0,0.018842,0,0,0,0.015293,0,0,0,0.008079,0,0,0,0,0,0,0,0,0,0,0.006432,0,0.015038,0,0,0,0,0,0,0,0,0,0,0,0,0.07037,0,0,0,0,0,0,0,0,0,0,0.014326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015038,0,0,0,0,0,0,0,0,0,0,0,0,0.020805,0.013996,0,0,0,0,0,0,0,0.007289,0,0,0,0,0,0,0,0,0,0,0,0,0.007699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012053,0,0,0,0,0,0.026764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0.028175,0,0,0,0.028486,0,0,0.019508,0,0,0.026503,0,0,0,0,0,0,0.014946,0,0,0,0,0.022297,0,0,0.012981,0.033667,0,0,0,0.166922,0,0.145939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031263,0,0.029293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0.007181,0,0,0,0,0,0,0,0,0,0,0.008152,0.008937,0,0.007549,0.018137,0,0,0,0.018881,0.006121,0,0.004327,0,0.060699,0,0,0,0,0,0,0,0,0,0.008937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012788,0,0,0,0,0.008108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022304,0,0,0,0,0,0,no_hoax
0,0.0326,0.006109,0,0,0,0,0.006528,0,0,0,0,0,0,0,0,0,0,0.009882,0,0,0,0.008244,0.014742,0,0,0.017165,0.008347,0,0,0,0,0.01149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011911,0.017523,0,0,0,0,0,0,0.008831,0,0,0.0131,0,0.013137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015412,0,0,0,0,0,0,0,0,0,0,0,0.013737,0.008916,0,0.009859,0,0,0,0,0,0,0.007839,0,0,0,0.014125,0,0.006609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010649,0,0,0,0,0,0,0,0,0,0,no_hoax
